14-1-6085759-1-10-5;Field 'Rating'(5) in Table 'Document Category Ident. Field'(6085759);Rating;
14-1-6085760-0-10-6085760;Object with ID 6085760 in Table 6085760;Temp. Lookup Record ID;
14-1-6085760-1-10-1;Field 'Record ID Tree ID'(1) in Table 'Temp. Lookup Record ID'(6085760);Record ID Tree ID;
14-1-6085760-1-10-2;Field 'Table No.'(2) in Table 'Temp. Lookup Record ID'(6085760);Table No.;
14-1-6085760-1-10-3;Field 'Lookup Mode'(3) in Table 'Temp. Lookup Record ID'(6085760);Lookup Mode;
14-1-6085760-1-20-3;Field 'Lookup Mode'(3) in Table 'Temp. Lookup Record ID'(6085760); ,OK,Cancel;
14-1-6085760-1-10-4;Field 'Table Filter GUID'(4) in Table 'Temp. Lookup Record ID'(6085760);Table Filter GUID;
14-1-6085760-1-10-5;Field 'Document No.'(5) in Table 'Temp. Lookup Record ID'(6085760);Document No.;
14-1-6085760-1-10-6;Field 'Line No.'(6) in Table 'Temp. Lookup Record ID'(6085760);Line No.;
14-1-6085761-0-10-6085761;Object with ID 6085761 in Table 6085761;Match Specification;
14-1-6085761-1-10-1;Field 'Type'(1) in Table 'Purch. Doc. Match Spec.'(6085761);Type;
14-1-6085761-1-20-1;Field 'Type'(1) in Table 'Purch. Doc. Match Spec.'(6085761);Document,Purchase Invoice,Purchase Credit Memo;
14-1-6085761-1-10-2;Field 'Document No.'(2) in Table 'Purch. Doc. Match Spec.'(6085761);Document No.;
14-1-6085761-1-10-4;Field 'Quantity'(4) in Table 'Purch. Doc. Match Spec.'(6085761);Quantity;
14-1-6085762-0-10-6085762;Object with ID 6085762 in Table 6085762;Table Filter Field;
14-1-6085762-1-10-1;Field 'Table Filter GUID'(1) in Table 'Table Filter Field'(6085762);Table Filter GUID;
14-1-6085762-1-10-10;Field 'Template No.'(10) in Table 'Table Filter Field'(6085762);Template No.;
14-1-6085762-1-10-11;Field 'Template Field Type'(11) in Table 'Table Filter Field'(6085762);Template Field Type;
14-1-6085762-1-20-11;Field 'Template Field Type'(11) in Table 'Table Filter Field'(6085762);Header,Line;
14-1-6085762-1-10-12;Field 'Template Field Code'(12) in Table 'Table Filter Field'(6085762);Template Field Code;
14-1-6085762-1-10-2;Field 'Table No.'(2) in Table 'Table Filter Field'(6085762);Table No.;
14-1-6085762-1-10-3;Field 'Field No.'(3) in Table 'Table Filter Field'(6085762);Field No.;
14-1-6085762-1-10-4;Field 'Value (Text)'(4) in Table 'Table Filter Field'(6085762);Value (Text);
14-1-6085762-1-10-5;Field 'Value (Integer)'(5) in Table 'Table Filter Field'(6085762);Value (Integer);
14-1-6085762-1-10-6;Field 'Value (Date)'(6) in Table 'Table Filter Field'(6085762);Value (Date);
14-1-6085762-1-10-7;Field 'Value (Decimal)'(7) in Table 'Table Filter Field'(6085762);Value (Decimal);
14-1-6085762-1-10-8;Field 'Value (Boolean)'(8) in Table 'Table Filter Field'(6085762);Value (Boolean);
14-1-6085762-1-10-9;Field 'Filter Type'(9) in Table 'Table Filter Field'(6085762);Filter Type;
14-1-6085762-1-20-9;Field 'Filter Type'(9) in Table 'Table Filter Field'(6085762);Fixed Filter,Document Field;
14-1-6085762-7-10-1160040000;TextConst with ID 1160040000 in Table 6085762;Field type %1 not supported for Table filtering.;
14-1-6085763-0-10-6085763;Object with ID 6085763 in Table 6085763;Record ID Tree;
14-1-6085763-1-10-1;Field 'ID'(1) in Table 'Record ID Tree'(6085763);ID;
14-1-6085763-1-10-10;Field 'Value (Boolean)'(10) in Table 'Record ID Tree'(6085763);Value (Boolean);
14-1-6085763-1-10-11;Field 'Value (GUID)'(11) in Table 'Record ID Tree'(6085763);Value (GUID);
14-1-6085763-1-10-2;Field 'Parent ID'(2) in Table 'Record ID Tree'(6085763);Parent ID;
14-1-6085763-1-10-3;Field 'Table No.'(3) in Table 'Record ID Tree'(6085763);Table No.;
14-1-6085763-1-10-4;Field 'Field No.'(4) in Table 'Record ID Tree'(6085763);Field No.;
14-1-6085763-1-10-5;Field 'Key Index'(5) in Table 'Record ID Tree'(6085763);Key Index;
14-1-6085763-1-10-6;Field 'Value (Text)'(6) in Table 'Record ID Tree'(6085763);Value (Text);
14-1-6085763-1-10-7;Field 'Value (Integer)'(7) in Table 'Record ID Tree'(6085763);Value (Integer);
14-1-6085763-1-10-8;Field 'Value (Date)'(8) in Table 'Record ID Tree'(6085763);Value (Date);
14-1-6085763-1-10-9;Field 'Value (Decimal)'(9) in Table 'Record ID Tree'(6085763);Value (Decimal);
14-1-6085764-0-10-6085764;Object with ID 6085764 in Table 6085764;Approval Sharing;
14-1-6085764-1-10-1;Field 'Owner User ID'(1) in Table 'Approval Sharing (Comp.)'(6085764);Owner User ID;
14-1-6085764-1-10-100;Field 'Company Name'(100) in Table 'Approval Sharing (Comp.)'(6085764);Company Name;
14-1-6085764-1-10-2;Field 'Shared to User ID'(2) in Table 'Approval Sharing (Comp.)'(6085764);Shared to User ID;
14-1-6085764-1-10-3;Field 'Sharing Type'(3) in Table 'Approval Sharing (Comp.)'(6085764);Sharing Type;
14-1-6085764-1-20-3;Field 'Sharing Type'(3) in Table 'Approval Sharing (Comp.)'(6085764);Normal,Out of Office;
14-1-6085764-1-10-4;Field 'Valid From'(4) in Table 'Approval Sharing (Comp.)'(6085764);Valid From;
14-1-6085764-1-10-5;Field 'Valid To'(5) in Table 'Approval Sharing (Comp.)'(6085764);Valid To;
14-1-6085764-1-10-6;Field 'Use Owners Limts & Permissions'(6) in Table 'Approval Sharing (Comp.)'(6085764);Use Owners Limts && Permissions;
14-1-6085764-1-10-7;Field 'Display Order'(7) in Table 'Approval Sharing (Comp.)'(6085764);Display Order;
14-1-6085764-1-10-8;Field 'Forward E-mails'(8) in Table 'Approval Sharing (Comp.)'(6085764);Forward E-mails;
14-1-6085764-1-10-9;Field 'Copy to All Companies'(9) in Table 'Approval Sharing (Comp.)'(6085764);Copy to All Companies;
14-1-6085764-7-10-1160040000;TextConst with ID 1160040000 in Table 6085764;%1 (%3) must not be equal to %2 (%3).;
14-1-6085766-0-10-6085766;Object with ID 6085766 in Table 6085766;Auto Split Page;
14-1-6085766-1-10-1;Field 'Page No.'(1) in Table 'Auto Split Page'(6085766);Page No.;
14-1-6085766-1-10-2;Field 'Document No.'(2) in Table 'Auto Split Page'(6085766);Document No.;
14-1-6085766-1-10-3;Field 'Page Type'(3) in Table 'Auto Split Page'(6085766);Page Type;
14-1-6085766-1-20-3;Field 'Page Type'(3) in Table 'Auto Split Page'(6085766);Normal,Split,Blank;
14-1-6085766-1-10-4;Field 'Last Page No.'(4) in Table 'Auto Split Page'(6085766);Page No.;
14-1-6085767-0-10-6085767;Object with ID 6085767 in Table 6085767;Purchase Header DC Info.;
14-1-6085767-1-10-1;Field 'Document Type'(1) in Table 'Purchase Header DC Info.'(6085767);Document Type;
14-1-6085767-1-20-1;Field 'Document Type'(1) in Table 'Purchase Header DC Info.'(6085767);Quote,Order,Invoice,Credit Memo,Blanket Order,Return Order;
14-1-6085767-1-10-2;Field 'No.'(2) in Table 'Purchase Header DC Info.'(6085767);No.;
14-1-6085767-1-10-3;Field 'Approval Flow Code'(3) in Table 'Purchase Header DC Info.'(6085767);Approval Flow Code;
14-1-6085768-0-10-6085768;Object with ID 6085768 in Table 6085768;Vendor Posting Group DC Info.;
14-1-6085768-1-10-1;Field 'Code'(1) in Table 'Vendor Posting Group DC Info.'(6085768);Code;
14-1-6085768-1-10-2;Field 'Payable Account (Allocation)'(2) in Table 'Vendor Posting Group DC Info.'(6085768);Payable Account (Allocation);
14-1-6085768-1-10-3;Field 'Purch. Account (Allocation)'(3) in Table 'Vendor Posting Group DC Info.'(6085768);Purch. Account (Allocation);
14-1-6085769-0-10-6085769;Object with ID 6085769 in Table 6085769;Purch. Inv. Header DC Info.;
14-1-6085769-1-10-1;Field 'No.'(1) in Table 'Purch. Inv. Header DC Info.'(6085769);No.;
14-1-6085769-1-10-3;Field 'Approval Flow Code'(3) in Table 'Purch. Inv. Header DC Info.'(6085769);Approval Flow Code;
14-1-6085770-0-10-6085770;Object with ID 6085770 in Table 6085770;Purch. Cr. Memo DC Info.;
14-1-6085770-1-10-1;Field 'No.'(1) in Table 'Purch. Cr. Memo Hdr. DC Info.'(6085770);No.;
14-1-6085770-1-10-3;Field 'Approval Flow Code'(3) in Table 'Purch. Cr. Memo Hdr. DC Info.'(6085770);Approval Flow Code;
14-1-6085771-0-10-6085771;Object with ID 6085771 in Table 6085771;General Posting Setup DC Info.;
14-1-6085771-1-10-1;Field 'Gen. Bus. Posting Group'(1) in Table 'General Posting Setup DC Info.'(6085771);Gen. Bus. Posting Group;
14-1-6085771-1-10-2;Field 'Gen. Prod. Posting Group'(2) in Table 'General Posting Setup DC Info.'(6085771);Gen. Prod. Posting Group;
14-1-6085771-1-10-3;Field 'Purch. Account (Allocation)'(3) in Table 'General Posting Setup DC Info.'(6085771);Purch. Account (Allocation);
14-1-6085772-0-10-6085772;Object with ID 6085772 in Table 6085772;Document;
14-1-6085772-1-10-1;Field 'Entry No.'(1) in Table 'Temp. Display Document'(6085772);Entry No.;
14-1-6085772-1-10-10;Field 'From E-Mail Address'(10) in Table 'Temp. Display Document'(6085772);From E-Mail Address;
14-1-6085772-1-10-11;Field 'E-Mail Subject'(11) in Table 'Temp. Display Document'(6085772);E-Mail Subject;
14-1-6085772-1-10-12;Field 'E-Mail Received'(12) in Table 'Temp. Display Document'(6085772);E-Mail Received;
14-1-6085772-1-10-13;Field 'OCR Processed'(13) in Table 'Temp. Display Document'(6085772);OCR Processed;
14-1-6085772-1-10-14;Field 'File Name with Extension'(14) in Table 'Temp. Display Document'(6085772);File Name with Extension ;
14-1-6085772-1-10-15;Field 'Scanned File'(15) in Table 'Temp. Display Document'(6085772);Scanned File ;
14-1-6085772-1-10-2;Field 'Document ID'(2) in Table 'Temp. Display Document'(6085772);Document ID;
14-1-6085772-1-10-3;Field 'File Name'(3) in Table 'Temp. Display Document'(6085772);Filename;
14-1-6085772-1-10-4;Field 'File Path'(4) in Table 'Temp. Display Document'(6085772);File Path;
14-1-6085772-1-10-5;Field 'Date/Time'(5) in Table 'Temp. Display Document'(6085772);Date/Time;
14-1-6085772-1-10-6;Field 'Is Cloud OCR'(6) in Table 'Temp. Display Document'(6085772);Is Cloud OCR;
14-1-6085772-1-10-7;Field 'Status'(7) in Table 'Temp. Display Document'(6085772);Status;
14-1-6085772-1-20-7;Field 'Status'(7) in Table 'Temp. Display Document'(6085772);OCR,Import,Error;
14-1-6085772-1-10-8;Field 'Document Category Code'(8) in Table 'Temp. Display Document'(6085772);Document Category Code;
14-1-6085772-1-10-9;Field 'Description'(9) in Table 'Temp. Display Document'(6085772);Description;
14-1-6085772-7-10-1160040001;TextConst with ID 1160040001 in Table 6085772;Are you sure you want to delete the file %1?;
14-1-6085772-7-10-1160040003;TextConst with ID 1160040003 in Table 6085772;It is only possible to import Document Capture scanned files one by one.;
14-1-6085773-0-10-6085773;Object with ID 6085773 in Table 6085773;Approval Reason Code;
14-1-6085773-1-10-1;Field 'Table ID'(1) in Table 'Approval Reason Code'(6085773);Table ID;
14-1-6085773-1-10-2;Field 'Document Type'(2) in Table 'Approval Reason Code'(6085773);Document Type;
14-1-6085773-1-20-2;Field 'Document Type'(2) in Table 'Approval Reason Code'(6085773);Quote,Order,Invoice,Credit Memo,Blanket Order,Return Order,None;
14-1-6085773-1-10-3;Field 'Type'(3) in Table 'Approval Reason Code'(6085773);Type;
14-1-6085773-1-20-3;Field 'Type'(3) in Table 'Approval Reason Code'(6085773);,Reject,,Put on Hold;
14-1-6085773-1-10-4;Field 'Reason Code'(4) in Table 'Approval Reason Code'(6085773);Reason Code;
14-1-6085773-1-10-5;Field 'Description'(5) in Table 'Approval Reason Code'(6085773);Description;
14-1-6085774-0-10-6085774;Object with ID 6085774 in Table 6085774;Standard Amount Distribution Code;
14-1-6085774-1-10-1;Field 'Code'(1) in Table 'Std. Amount Distribution Code'(6085774);Code;
14-1-6085774-1-10-2;Field 'Description'(2) in Table 'Std. Amount Distribution Code'(6085774);Description;
14-1-6085774-1-10-3;Field 'Enabled for Purchase'(3) in Table 'Std. Amount Distribution Code'(6085774);Enabled for Purchase;
14-1-6085774-1-20-3;Field 'Enabled for Purchase'(3) in Table 'Std. Amount Distribution Code'(6085774);No,Yes - all vendors,Yes - selected vendors only;
14-1-6085774-7-10-1160040000;TextConst with ID 1160040000 in Table 6085774;The total percentage of the amount distribution lines must be 100%.;
14-1-6085775-0-10-6085775;Object with ID 6085775 in Table 6085775;Standard Amount Distribution Line;
14-1-6085775-1-10-1;Field 'Amount Distribution Code'(1) in Table 'Std. Amount Distribution Line'(6085775);Amount Distribution Code;
14-1-6085775-1-10-10;Field 'Shortcut Dimension 1 Code'(10) in Table 'Std. Amount Distribution Line'(6085775);Shortcut Dimension 1 Code;
14-1-6085775-1-10-11;Field 'Shortcut Dimension 2 Code'(11) in Table 'Std. Amount Distribution Line'(6085775);Shortcut Dimension 2 Code;
14-1-6085775-1-10-12;Field 'Variant Code'(12) in Table 'Std. Amount Distribution Line'(6085775);Variant Code;
14-1-6085775-1-10-13;Field 'Distribution %'(13) in Table 'Std. Amount Distribution Line'(6085775);Distribution %;
14-1-6085775-1-10-14;Field 'Gen. Bus. Posting Group'(14) in Table 'Std. Amount Distribution Line'(6085775);Gen. Bus. Posting Group;
14-1-6085775-1-10-15;Field 'Gen. Prod. Posting Group'(15) in Table 'Std. Amount Distribution Line'(6085775);Gen. Prod. Posting Group;
14-1-6085775-1-10-16;Field 'VAT Bus. Posting Group'(16) in Table 'Std. Amount Distribution Line'(6085775);VAT Bus. Posting Group;
14-1-6085775-1-10-17;Field 'VAT Prod. Posting Group'(17) in Table 'Std. Amount Distribution Line'(6085775);VAT Prod. Posting Group;
14-1-6085775-1-10-2;Field 'Line No.'(2) in Table 'Std. Amount Distribution Line'(6085775);Line No.;
14-1-6085775-1-10-3;Field 'Type'(3) in Table 'Std. Amount Distribution Line'(6085775);Type;
14-1-6085775-1-20-3;Field 'Type'(3) in Table 'Std. Amount Distribution Line'(6085775); ,G/L Account,Item,,Fixed Asset,Charge (Item);
14-1-6085775-1-10-4;Field 'No.'(4) in Table 'Std. Amount Distribution Line'(6085775);No.;
14-1-6085775-1-10-5;Field 'Description'(5) in Table 'Std. Amount Distribution Line'(6085775);Description;
14-1-6085775-1-10-6;Field 'Quantity'(6) in Table 'Std. Amount Distribution Line'(6085775);Quantity;
14-1-6085775-1-10-7;Field 'Unit Cost'(7) in Table 'Std. Amount Distribution Line'(6085775);Unit Cost;
14-1-6085775-1-10-9;Field 'Unit of Measure Code'(9) in Table 'Std. Amount Distribution Line'(6085775);Unit of Measure Code;
14-1-6085775-7-10-1160040000;TextConst with ID 1160040000 in Table 6085775;You cannot rename a %1.;
14-1-6085775-7-10-1160040001;TextConst with ID 1160040001 in Table 6085775;%1 must not be %2.;
14-1-6085776-0-10-6085776;Object with ID 6085776 in Table 6085776;Standard Amount Distribution Dimension;
14-1-6085776-1-10-1;Field 'Amount Distribution Code'(1) in Table 'Std. Amount Distrib. Dimension'(6085776);Amount Distribution Code;
14-1-6085776-1-10-2;Field 'Line No.'(2) in Table 'Std. Amount Distrib. Dimension'(6085776);Line No.;
14-1-6085776-1-10-3;Field 'Dimension Code'(3) in Table 'Std. Amount Distrib. Dimension'(6085776);Dimension Code;
14-1-6085776-1-10-4;Field 'Dimension Value Code'(4) in Table 'Std. Amount Distrib. Dimension'(6085776);Dimension Value Code;
14-1-6085776-7-10-1160040000;TextConst with ID 1160040000 in Table 6085776;You can not rename a %1.;
14-1-6085777-0-10-6085777;Object with ID 6085777 in Table 6085777;Standard Vendor Amount Distribution Code;
14-1-6085777-1-10-1;Field 'Vendor No.'(1) in Table 'Std. Vend. Amt. Distrib. Code'(6085777);Vendor No.;
14-1-6085777-1-10-2;Field 'Amount Distribution Code'(2) in Table 'Std. Vend. Amt. Distrib. Code'(6085777);Amount Distribution Code;
14-1-6085777-1-10-3;Field 'Vendor Name'(3) in Table 'Std. Vend. Amt. Distrib. Code'(6085777);Vendor Name;
14-1-6085777-1-10-4;Field 'Amount Distribution Desc.'(4) in Table 'Std. Vend. Amt. Distrib. Code'(6085777);Amount Distribution Description;
14-1-6085778-0-10-6085778;Object with ID 6085778 in Table 6085778;Our Contact to Purchaser/Salesperson;
14-1-6085778-1-10-1;Field 'Type'(1) in Table 'Our Cont. to Purch./Salespers'(6085778);Type;
14-1-6085778-1-20-1;Field 'Type'(1) in Table 'Our Cont. to Purch./Salespers'(6085778);Vendor,Customer;
14-1-6085778-1-10-2;Field 'Vendor/Customer No.'(2) in Table 'Our Cont. to Purch./Salespers'(6085778);Vendor/Customer No.;
14-1-6085778-1-10-3;Field 'Our Contact'(3) in Table 'Our Cont. to Purch./Salespers'(6085778);Our Contact;
14-1-6085778-1-10-4;Field 'Salespers./Purch. Code'(4) in Table 'Our Cont. to Purch./Salespers'(6085778);Salesperson/Purchaser Code;
14-1-6085779-0-10-6085779;Object with ID 6085779 in Table 6085779;Document Status Code;
14-1-6085779-1-10-1;Field 'Code'(1) in Table 'Document Status Code'(6085779);Code;
14-1-6085779-1-10-2;Field 'Description'(2) in Table 'Document Status Code'(6085779);Description;
14-1-6085780-0-10-6085780;Object with ID 6085780 in Table 6085780;Continia User Property;
14-1-6085780-1-10-1;Field 'User ID'(1) in Table 'Continia User Property'(6085780);User ID;
14-1-6085780-1-10-2;Field 'Image Zoom'(2) in Table 'Continia User Property'(6085780);Image Zoom;
14-1-6085780-1-10-5;Field 'Selected Scanner'(5) in Table 'Continia User Property'(6085780);Selected Scanner;
14-1-6086001-0-10-6086001;Object with ID 6086001 in Table 6086001;Continia User;
14-1-6086001-1-10-1;Field 'User ID'(1) in Table 'Continia User'(6086001);User ID;
14-1-6086001-1-10-12;Field 'Send Welcome E-mail'(12) in Table 'Continia User'(6086001);Send Welcome E-mail;
14-1-6086001-1-10-13;Field 'Send Welcome E-mail (EM)'(13) in Table 'Continia User'(6086001);Send Welcome E-mail (EM);
14-1-6086001-1-10-3;Field 'Name'(3) in Table 'Continia User'(6086001);Name;
14-1-6086001-1-10-31;Field 'Activation Link'(31) in Table 'Continia User'(6086001);Activation Link;
14-1-6086001-1-10-32;Field 'Activation Link (EM)'(32) in Table 'Continia User'(6086001);Activation Link (EM);
14-1-6086001-1-10-4;Field 'E-Mail'(4) in Table 'Continia User'(6086001);E-Mail;
14-1-6086001-1-10-6;Field 'NAV Login Type'(6) in Table 'Continia User'(6086001);NAV Login Type;
14-1-6086001-1-20-6;Field 'NAV Login Type'(6) in Table 'Continia User'(6086001);No NAV Login,Windows,Database;
14-1-6086001-1-10-9;Field 'Creation Date'(9) in Table 'Continia User'(6086001);Creation Date;
14-1-6086001-7-10-116004000;TextConst with ID 116004000 in Table 6086001;%1 does not exist as a NAV-user. Do you want to add the user anyway?;
14-1-6086001-7-10-1160040000;TextConst with ID 1160040000 in Table 6086001;You cannot rename a %1.;
14-1-6086001-7-10-1160040001;TextConst with ID 1160040001 in Table 6086001;''%1'' is not a valid e-mail address.;
14-1-6086001-7-10-1160040004;TextConst with ID 1160040004 in Table 6086001;%1 has a user setup in one or more companies.\\If you delete the user it will no longer be able to access these companies.\\Do you want to continue deleting %1?;
14-1-6086001-7-10-1160040005;TextConst with ID 1160040005 in Table 6086001;%1 ''%2'' is already assigned to user %3.\\Please specify an unique e-mail address.;
14-1-6086001-7-10-161024012;TextConst with ID 161024012 in Table 6086001;%1 List Code;
14-1-6086001-7-10-161024013;TextConst with ID 161024013 in Table 6086001;Updating %1.;
14-1-6086002-0-10-6086002;Object with ID 6086002 in Table 6086002;Continia User Setup;
14-1-6086002-1-10-1;Field 'Continia User ID'(1) in Table 'Continia User Setup'(6086002);Continia User ID;
14-1-6086002-1-10-10;Field 'Can Edit Posting Lines'(10) in Table 'Continia User Setup'(6086002);Can Edit Posting Lines;
14-1-6086002-1-10-11;Field 'Document Search'(11) in Table 'Continia User Setup'(6086002);Document Search;
14-1-6086002-1-20-11;Field 'Document Search'(11) in Table 'Continia User Setup'(6086002);All documents,Own documents only;
14-1-6086002-1-10-13;Field 'Comment'(13) in Table 'Continia User Setup'(6086002);Comment;
14-1-6086002-1-10-15;Field 'G/L Account List Code'(15) in Table 'Continia User Setup'(6086002);G/L Account List Code;
14-1-6086002-1-10-16;Field 'Item List Code'(16) in Table 'Continia User Setup'(6086002);Item List Code;
14-1-6086002-1-10-17;Field 'Fixed Asset List Code'(17) in Table 'Continia User Setup'(6086002);Fixed Asset List Code;
14-1-6086002-1-10-18;Field 'Item Charge List Code'(18) in Table 'Continia User Setup'(6086002);Item Charge List Code;
14-1-6086002-1-10-19;Field 'Web Dimension 1 List Code'(19) in Table 'Continia User Setup'(6086002);Web Dimension 1 List Code;
14-1-6086002-1-10-2;Field 'Web Approval User'(2) in Table 'Continia User Setup'(6086002);Web Approval User;
14-1-6086002-1-10-20;Field 'Web Dimension 2 List Code'(20) in Table 'Continia User Setup'(6086002);Web Dimension 2 List Code;
14-1-6086002-1-10-21;Field 'Web Dimension 3 List Code'(21) in Table 'Continia User Setup'(6086002);Web Dimension 3 List Code;
14-1-6086002-1-10-22;Field 'Web Dimension 4 List Code'(22) in Table 'Continia User Setup'(6086002);Web Dimension 4 List Code;
14-1-6086002-1-10-23;Field 'Web Dimension 5 List Code'(23) in Table 'Continia User Setup'(6086002);Web Dimension 5 List Code;
14-1-6086002-1-10-24;Field 'Web Dimension 6 List Code'(24) in Table 'Continia User Setup'(6086002);Web Dimension 6 List Code;
14-1-6086002-1-10-25;Field 'Web Dimension 7 List Code'(25) in Table 'Continia User Setup'(6086002);Web Dimension 7 List Code;
14-1-6086002-1-10-26;Field 'Web Dimension 8 List Code'(26) in Table 'Continia User Setup'(6086002);Web Dimension 8 List Code;
14-1-6086002-1-10-27;Field 'Job List Code'(27) in Table 'Continia User Setup'(6086002);Job List Code;
14-1-6086002-1-10-28;Field 'No. of Approval Groups'(28) in Table 'Continia User Setup'(6086002);No. of Approval Groups;
14-1-6086002-1-10-29;Field 'No. of Approval Permissions'(29) in Table 'Continia User Setup'(6086002);No. of Approval Permissions;
14-1-6086002-1-10-3;Field 'Expense Management User'(3) in Table 'Continia User Setup'(6086002);Expense Management User;
14-1-6086002-1-10-30;Field 'Vendor No.'(30) in Table 'Continia User Setup'(6086002);Vendor No.;
14-1-6086002-1-10-31;Field 'Vendor Name'(31) in Table 'Continia User Setup'(6086002);Vendor Name;
14-1-6086002-1-10-32;Field 'Shared to this user'(32) in Table 'Continia User Setup'(6086002);Shared to this user;
14-1-6086002-1-10-33;Field 'Shared to other users'(33) in Table 'Continia User Setup'(6086002);Shared to other users;
14-1-6086002-1-10-37;Field 'Expense User Group'(37) in Table 'Continia User Setup'(6086002);Expense User Group;
14-1-6086002-1-10-39;Field 'Expense Reminder Code'(39) in Table 'Continia User Setup'(6086002);Expense Reminder Code;
14-1-6086002-1-10-40;Field 'No. of Purch. Doc. for Appr.'(40) in Table 'Continia User Setup'(6086002);No. of Purch. Doc. for Approval;
14-1-6086002-1-10-41;Field 'Expense Amount Approval Limit'(41) in Table 'Continia User Setup'(6086002);Expense Amount Approval Limit;
14-1-6086002-1-10-42;Field 'Unlimited Expense Approval'(42) in Table 'Continia User Setup'(6086002);Unlimited Expense Approval;
14-1-6086002-1-10-43;Field 'No. of Expenses for Approval'(43) in Table 'Continia User Setup'(6086002);No. of Expenses for Approval;
14-1-6086002-1-10-5;Field 'Employee No.'(5) in Table 'Continia User Setup'(6086002);Employee No.;
14-1-6086002-1-10-59;Field 'Vendor Balance (LCY)'(59) in Table 'Continia User Setup'(6086002);Vendor Balance (LCY);
14-1-6086002-7-10-1160040000;TextConst with ID 1160040000 in Table 6086002;Updating %1.;
14-1-6086002-7-10-1160040001;TextConst with ID 1160040001 in Table 6086002;%1 List Code;
14-1-6086002-7-10-1160040002;TextConst with ID 1160040002 in Table 6086002;You cannot have approval limits less than zero.;
14-1-6086002-7-10-1160040003;TextConst with ID 1160040003 in Table 6086002;You cannot have both a %1 and %2.;
14-1-6086002-7-10-1160040004;TextConst with ID 1160040004 in Table 6086002;You cannot rename a %1.;
14-1-6086002-7-10-1160040007;TextConst with ID 1160040007 in Table 6086002;%1 already exist in company %2\\Do you want to update this user?;
14-1-6086002-7-10-1160040008;TextConst with ID 1160040008 in Table 6086002;%1 wurde ebenfalls als Benutzer in %2 anderen Mandanten eingerichtet.\\Wenn Sie Benutzereinrichtung für %1 in diesem Mandanten löschen hat der Benutzer weiterhin Zugang zu %1 anderen Mandanten.\\Möchten Sie fortfahren und die Benutzereinrichtung für %1 in diesem Mandanten löschen?;
14-1-6086002-7-10-1160040009;TextConst with ID 1160040009 in Table 6086002;%1 has also been set up as a user in %2\\If you delete the user setup for %1 in this company, then %1 will still have access to %2.\\Do you want to continue deleting user setup for %1 in this company?;
14-1-6086002-7-10-1160040011;TextConst with ID 1160040011 in Table 6086002;Salesperson/Purchaser Code is already assigned to User ID %2.;
14-1-6086002-7-10-1160040013;TextConst with ID 1160040013 in Table 6086002;%1 %2 does not exist in company %3.;
14-1-6086002-7-10-1160040014;TextConst with ID 1160040014 in Table 6086002;When you delete %1 then the user does not have access to any companies.\\Do you want to remove %1 from the system?;
14-1-6086003-0-10-6086003;Object with ID 6086003 in Table 6086003;User List;
14-1-6086003-1-10-1;Field 'Type'(1) in Table 'Continia User List'(6086003);Type;
14-1-6086003-1-20-1;Field 'Type'(1) in Table 'Continia User List'(6086003);G/L Account,Item,Fixed Asset,Item Charge,Dimension Value,Job;
14-1-6086003-1-10-2;Field 'Code'(2) in Table 'Continia User List'(6086003);Code;
14-1-6086003-1-10-3;Field 'Dimension Code'(3) in Table 'Continia User List'(6086003);Dimension Code;
14-1-6086003-1-10-4;Field 'Description'(4) in Table 'Continia User List'(6086003);Description;
14-1-6086003-1-10-5;Field 'No. of Items'(5) in Table 'Continia User List'(6086003);No. of Items;
14-1-6086003-7-10-1161054000;TextConst with ID 1161054000 in Table 6086003;%1 may only contain characters from A to Z.;
14-1-6086003-7-10-161024012;TextConst with ID 161024012 in Table 6086003;You can not change %1.;
14-1-6086004-0-10-6086004;Object with ID 6086004 in Table 6086004;User List Item;
14-1-6086004-1-10-1;Field 'Type'(1) in Table 'Continia User List Item'(6086004);Type;
14-1-6086004-1-20-1;Field 'Type'(1) in Table 'Continia User List Item'(6086004);G/L Account,Item,Fixed Asset,Item Charge,Dimension Value,Job;
14-1-6086004-1-10-2;Field 'List Code'(2) in Table 'Continia User List Item'(6086004);Code;
14-1-6086004-1-10-3;Field 'Dimension Code'(3) in Table 'Continia User List Item'(6086004);Dimension Code;
14-1-6086004-1-10-4;Field 'No.'(4) in Table 'Continia User List Item'(6086004);No.;
14-1-6086004-1-10-5;Field 'Name'(5) in Table 'Continia User List Item'(6086004);Name;
14-1-6086004-1-10-6;Field 'Account Type'(6) in Table 'Continia User List Item'(6086004);Account Type;
14-1-6086004-1-20-6;Field 'Account Type'(6) in Table 'Continia User List Item'(6086004);Posting,Begin-total,End-total;
14-1-6086004-1-10-7;Field 'Indentation'(7) in Table 'Continia User List Item'(6086004);Indentation;
14-1-6086004-7-10-161024012;TextConst with ID 161024012 in Table 6086004;%1 must be %2, %3 or %4.;
14-1-6086004-7-10-161024013;TextConst with ID 161024013 in Table 6086004;%1 %2 does not exists.\\However you can use non-existing numbers to devide the list into sections. Do you wish to use %1 %2 anyway?;
14-1-6086005-0-10-6086005;Object with ID 6086005 in Table 6086005;Web Document Search;
14-1-6086005-1-10-1;Field 'Type'(1) in Table 'Web Document Search'(6086005);Type;
