"14-2-6085594-7-10-1000000001";"TextConst with ID 1000000001 in Form 6085594";"\";"\"
"14-2-6085594-7-10-1000000008";"TextConst with ID 1000000008 in Form 6085594";"Page %1";"Page %1"
"14-2-6085594-7-10-1000000009";"TextConst with ID 1000000009 in Form 6085594";"(%1 pages in total)";"(%1 pages in total)"
"14-2-6085594-7-10-1000000022";"TextConst with ID 1000000022 in Form 6085594";"DOCUMENT.TIFF";"DOCUMENT.TIFF"
"14-2-6085594-7-10-1160040000";"TextConst with ID 1160040000 in Form 6085594";"Do you want to recognize fields on %1 document(s)?";"Do you want to recognize fields on %1 document(s)?"
"14-2-6085595-0-10-6085595";"Object with ID 6085595 in Form 6085595";"Document Subform";"Document Subform"
"14-2-6085595-2-10-1000000001";"FormControl with ID 1000000001 in Form 6085595";"Field";"Field"
"14-2-6085595-2-10-1000000003";"FormControl with ID 1000000003 in Form 6085595";"Value";"Value"
"14-2-6085595-2-10-1000000005";"FormControl with ID 1000000005 in Form 6085595";"OK";"OK"
"14-2-6085595-7-10-1000000006";"TextConst with ID 1000000006 in Form 6085595";"- %1: %2";"- %1: %2"
"14-2-6085595-7-10-161024013";"TextConst with ID 161024013 in Form 6085595";"UPDATEHEADER";"UPDATEHEADER"
"14-2-6085596-0-10-6085596";"Object with ID 6085596 in Form 6085596";"Document Subform 2";"Document Subform 2"
"14-2-6085597-0-10-6085597";"Object with ID 6085597 in Form 6085597";"Document Subform 3";"Document Subform 3"
"14-2-6085598-0-10-6085598";"Object with ID 6085598 in Form 6085598";"Document List";"Document List"
"14-2-6085598-2-10-1000000005";"FormControl with ID 1000000005 in Form 6085598";"Source ID";"Source ID"
"14-2-6085598-2-10-1000000016";"FormControl with ID 1000000016 in Form 6085598";"Name";"Name"
"14-2-6085598-4-10-1000000020";"MenuButton with ID 1000000020 in Form 6085598";"&Document";"&Document"
"14-2-6085598-5-10-1000000021";"MenuItem with ID 1000000021 in Form 6085598";"&Card";"&Card"
"14-2-6085598-5-10-1160040001";"MenuItem with ID 1160040001 in Form 6085598";"Incoming E-Mail";"Incoming E-Mail"
"14-2-6085598-5-10-161024012";"MenuItem with ID 161024012 in Form 6085598";"&PDF File";"&PDF File"
"14-2-6085599-0-10-6085599";"Object with ID 6085599 in Form 6085599";"Document List Subform";"Document List Subform"
"14-2-6085599-2-10-1000000001";"FormControl with ID 1000000001 in Form 6085599";"Field";"Field"
"14-2-6085599-2-10-1000000003";"FormControl with ID 1000000003 in Form 6085599";"Value";"Value"
"14-2-6085599-2-10-1000000005";"FormControl with ID 1000000005 in Form 6085599";"OK";"OK"
"14-2-6085600-0-10-6085600";"Object with ID 6085600 in Form 6085600";"Document Journal";"Document Journal"
"14-2-6085600-2-10-1000000016";"FormControl with ID 1000000016 in Form 6085600";"Name";"Name"
"14-2-6085600-2-10-1000000026";"FormControl with ID 1000000026 in Form 6085600";"Search Text";"Search Text"
"14-2-6085600-2-10-1000000028";"FormControl with ID 1000000028 in Form 6085600";"Original document";"Original document"
"14-2-6085600-2-10-1000000032";"FormControl with ID 1000000032 in Form 6085600";"Document Category";"Document Category"
"14-2-6085600-2-10-1000000034";"FormControl with ID 1000000034 in Form 6085600";"Total No. of pages";"Total No. of pages"
"14-2-6085600-2-40-1000000035";"FormControl with ID 1000000035 in Form 6085600";"Move to next page";"Move to next page"
"14-2-6085600-2-10-1000000036";"FormControl with ID 1000000036 in Form 6085600";"Current Page";"Current Page"
"14-2-6085600-2-10-1000000044";"FormControl with ID 1000000044 in Form 6085600";"Status Filter";"Status Filter"
"14-2-6085600-2-20-1000000044";"FormControl with ID 1000000044 in Form 6085600";"Open,Registered,Rejected,All";"Open,Registered,Rejected,All"
"14-2-6085600-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085600";"Source ID";"Source ID"
"14-2-6085600-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085600";"&Navigate";"&Navigate"
"14-2-6085600-2-10-1160040016";"FormControl with ID 1160040016 in Form 6085600";"Order/Return Order";"Order/Return Order"
"14-2-6085600-2-40-1160040016";"FormControl with ID 1160040016 in Form 6085600";"This field indicate if there are one or more orders or return orders created for this vendor";"This field indicate if there are one or more orders or return orders created for this vendor"
"14-2-6085600-2-10-161024012";"FormControl with ID 161024012 in Form 6085600";"No. of Purch. Orders";"No. of Purch. Orders"
"14-2-6085600-2-10-161024014";"FormControl with ID 161024014 in Form 6085600";"No. of Purch. Return Orders";"No. of Purch. Return Orders"
"14-2-6085600-2-10-161024019";"FormControl with ID 161024019 in Form 6085600";"No. of Search Texts";"No. of Search Texts"
"14-2-6085600-2-40-161024021";"FormControl with ID 161024021 in Form 6085600";"Move to next page";"Move to next page"
"14-2-6085600-4-10-1000000014";"MenuButton with ID 1000000014 in Form 6085600";"F&unctions";"F&unctions"
"14-2-6085600-4-10-1000000020";"MenuButton with ID 1000000020 in Form 6085600";"&Document";"&Document"
"14-2-6085600-4-10-1000000046";"MenuButton with ID 1000000046 in Form 6085600";"&Template";"&Template"
"14-2-6085600-4-10-1000000047";"MenuButton with ID 1000000047 in Form 6085600";"&Registration";"&Registration"
"14-2-6085600-5-10-1000000021";"MenuItem with ID 1000000021 in Form 6085600";"&Card";"&Card"
"14-2-6085600-5-10-1000000031";"MenuItem with ID 1000000031 in Form 6085600";"&Zoom";"&Zoom"
"14-2-6085600-5-10-1000000048";"MenuItem with ID 1000000048 in Form 6085600";"Crea&te/Select Template";"Crea&te/Select Template"
"14-2-6085600-5-10-1000000049";"MenuItem with ID 1000000049 in Form 6085600";"&Match Lines Manually";"&Match Lines Manually"
"14-2-6085600-5-10-1000000051";"MenuItem with ID 1000000051 in Form 6085600";"Vali&date Document";"Vali&date Document"
"14-2-6085600-5-10-1000000052";"MenuItem with ID 1000000052 in Form 6085600";"&Recognize Fields";"&Recognize Fields"
"14-2-6085600-5-10-1000000058";"MenuItem with ID 1000000058 in Form 6085600";"&Re&ject";"&Re&ject"
"14-2-6085600-5-10-1000000059";"MenuItem with ID 1000000059 in Form 6085600";"Re&open";"Re&open"
"14-2-6085600-5-10-1000000060";"MenuItem with ID 1000000060 in Form 6085600";"&Card";"&Card"
"14-2-6085600-5-10-1000000061";"MenuItem with ID 1000000061 in Form 6085600";"&Translations";"&Translations"
"14-2-6085600-5-10-1000000062";"MenuItem with ID 1000000062 in Form 6085600";"&Register";"&Register"
"14-2-6085600-5-10-1160040001";"MenuItem with ID 1160040001 in Form 6085600";"Move to &Company";"Move to &Company"
"14-2-6085600-5-10-1160040005";"MenuItem with ID 1160040005 in Form 6085600";"Filter";"Filter"
"14-2-6085600-5-10-1160040007";"MenuItem with ID 1160040007 in Form 6085600";"&Remove Template Field";"&Remove Template Field"
"14-2-6085600-5-10-1160040011";"MenuItem with ID 1160040011 in Form 6085600";"Sp&lit and Merge";"Sp&lit and Merge"
"14-2-6085600-5-10-1160040019";"MenuItem with ID 1160040019 in Form 6085600";"&PDF File";"&PDF File"
"14-2-6085600-5-10-1160040020";"MenuItem with ID 1160040020 in Form 6085600";"Incoming E-Mail";"Incoming E-Mail"
"14-2-6085600-5-10-1160040021";"MenuItem with ID 1160040021 in Form 6085600";"Co&mments";"Co&mments"
"14-2-6085600-5-10-161024016";"MenuItem with ID 161024016 in Form 6085600";"&Add Template Field";"&Add Template Field"
"14-2-6085600-5-10-161024018";"MenuItem with ID 161024018 in Form 6085600";"Batch Register";"Batch Register"
"14-2-6085600-7-10-1000000001";"TextConst with ID 1000000001 in Form 6085600";"Page %1";"Page %1"
"14-2-6085600-7-10-1000000002";"TextConst with ID 1000000002 in Form 6085600";"(%1 pages in total)";"(%1 pages in total)"
"14-2-6085600-7-10-1000000027";"TextConst with ID 1000000027 in Form 6085600";"Loading Image";"Loading Image"
"14-2-6085600-7-10-1160040000";"TextConst with ID 1160040000 in Form 6085600";"Do you want to recognize fields on %1 documents?";"Do you want to recognize fields on %1 documents?"
"14-2-6085600-7-10-1160040001";"TextConst with ID 1160040001 in Form 6085600";"Do you want to register %1 document(s)?";"Do you want to register %1 document(s)?"
"14-2-6085601-0-10-6085601";"Object with ID 6085601 in Form 6085601";"Document List With Image Subf.";"Document List With Image Subf."
"14-2-6085602-0-10-6085602";"Object with ID 6085602 in Form 6085602";"Template Field List";"Template Field List"
"14-2-6085603-0-10-6085603";"Object with ID 6085603 in Form 6085603";"Template Search Texts";"Template Search Texts"
"14-2-6085604-0-10-6085604";"Object with ID 6085604 in Form 6085604";"Source Exclusion";"Source Exclusion"
"14-2-6085604-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085604";"Source ID";"Source ID"
"14-2-6085604-2-10-161024018";"FormControl with ID 161024018 in Form 6085604";"Name";"Name"
"14-2-6085606-0-10-6085606";"Object with ID 6085606 in Form 6085606";"Document List";"Document List"
"14-2-6085606-2-10-1000000047";"FormControl with ID 1000000047 in Form 6085606";"Open &File";"Open &File"
"14-2-6085606-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085606";"User";"User"
"14-2-6085606-2-10-6085574";"FormControl with ID 6085574 in Form 6085606";"&Browse";"&Browse"
"14-2-6085606-2-10-6085576";"FormControl with ID 6085576 in Form 6085606";"Add Files";"Add Files"
"14-2-6085606-4-10-1000000020";"MenuButton with ID 1000000020 in Form 6085606";"&Document";"&Document"
"14-2-6085606-5-10-1000000021";"MenuItem with ID 1000000021 in Form 6085606";"&Card";"&Card"
"14-2-6085606-5-10-161024012";"MenuItem with ID 161024012 in Form 6085606";"Open &File";"Open &File"
"14-2-6085606-7-10-161024018";"TextConst with ID 161024018 in Form 6085606";"There are no %1 that has %2.";"There are no %1 that has %2."
"14-2-6085606-7-10-6085573";"TextConst with ID 6085573 in Form 6085606";"Import document...";"Import document..."
"14-2-6085606-7-10-6085574";"TextConst with ID 6085574 in Form 6085606";"Add files by dropping them here";"Add files by dropping them here"
"14-2-6085607-0-10-6085607";"Object with ID 6085607 in Form 6085607";"Split and Merge Documents";"Split and Merge Documents"
"14-2-6085607-2-10-1000000001";"FormControl with ID 1000000001 in Form 6085607";"Document No.";"Document No."
"14-2-6085607-2-10-1000000016";"FormControl with ID 1000000016 in Form 6085607";"Name";"Name"
"14-2-6085607-2-10-1000000028";"FormControl with ID 1000000028 in Form 6085607";"Original document";"Original document"
"14-2-6085607-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085607";"Source ID";"Source ID"
"14-2-6085607-4-10-1160040004";"MenuButton with ID 1160040004 in Form 6085607";"F&unctions";"F&unctions"
"14-2-6085607-5-10-1160040001";"MenuItem with ID 1160040001 in Form 6085607";"Rotate";"Rotate"
"14-2-6085607-5-10-1160040002";"MenuItem with ID 1160040002 in Form 6085607";"Delete";"Delete"
"14-2-6085607-5-10-1160040005";"MenuItem with ID 1160040005 in Form 6085607";"Split";"Split"
"14-2-6085607-5-10-1160040006";"MenuItem with ID 1160040006 in Form 6085607";"Merge";"Merge"
"14-2-6085607-5-10-1160040007";"MenuItem with ID 1160040007 in Form 6085607";"Move Up";"Move Up"
"14-2-6085607-5-10-1160040008";"MenuItem with ID 1160040008 in Form 6085607";"Move Down";"Move Down"
"14-2-6085607-7-10-1160040005";"TextConst with ID 1160040005 in Form 6085607";"[NONE]";"[NONE]"
"14-2-6085607-7-10-1160040006";"TextConst with ID 1160040006 in Form 6085607";"Page";"Page"
"14-2-6085609-0-10-6085609";"Object with ID 6085609 in Form 6085609";"Filter";"Filter"
"14-2-6085609-2-10-1160040005";"FormControl with ID 1160040005 in Form 6085609";"Filter";"Filter"
"14-2-6085610-0-10-6085610";"Object with ID 6085610 in Form 6085610";"Document Search";"Document Search"
"14-2-6085610-2-10-10";"FormControl with ID 10 in Form 6085610";"Document Category";"Document Category"
"14-2-6085610-2-10-1000000000";"FormControl with ID 1000000000 in Form 6085610";"Description";"Description"
"14-2-6085610-2-10-1000000002";"FormControl with ID 1000000002 in Form 6085610";"Status";"Status"
"14-2-6085610-2-10-1000000004";"FormControl with ID 1000000004 in Form 6085610";"Category";"Category"
"14-2-6085610-2-30-24";"FormControl with ID 24 in Form 6085610";"General";"General"
"14-2-6085610-2-10-27";"FormControl with ID 27 in Form 6085610";"Fin&d What";"Fin&d What"
"14-2-6085610-2-10-4";"FormControl with ID 4 in Form 6085610";"&Find";"&Find"
"14-2-6085610-2-10-5";"FormControl with ID 5 in Form 6085610";"Find What";"Find What"
"14-2-6085610-2-10-8";"FormControl with ID 8 in Form 6085610";"Name";"Name"
"14-2-6085610-4-10-1000000006";"MenuButton with ID 1000000006 in Form 6085610";"S&how";"S&how"
"14-2-6085610-5-10-1000000007";"MenuItem with ID 1000000007 in Form 6085610";"&PDF File";"&PDF File"
"14-2-6085610-5-10-1000000011";"MenuItem with ID 1000000011 in Form 6085610";"Document Card";"Document Card"
"14-2-6085610-5-10-1160040000";"MenuItem with ID 1160040000 in Form 6085610";"Incoming E-Mail";"Incoming E-Mail"
"14-2-6085610-7-10-161024012";"TextConst with ID 161024012 in Form 6085610";"No documents were found.";"No documents were found."
"14-2-6085611-0-10-6085611";"Object with ID 6085611 in Form 6085611";"Company Identification Texts";"Company Identification Texts"
"14-2-6085612-0-10-6085612";"Object with ID 6085612 in Form 6085612";"Continia Config. Subform";"Continia Config. Subform"
"14-2-6085612-2-10-1160040012";"FormControl with ID 1160040012 in Form 6085612";"Expand";"Expand"
"14-2-6085613-0-10-6085613";"Object with ID 6085613 in Form 6085613";"Document Capture Setup Wizard";"Document Capture Setup Wizard"
"14-2-6085613-2-10-11";"FormControl with ID 11 in Form 6085613";"Cancel";"Cancel"
"14-2-6085613-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085613";"This wizard helps you to import or export Document Capture configurations and to set up Document Capture.";"This wizard helps you to import or export Document Capture configurations and to set up Document Capture."
"14-2-6085613-2-10-1160040001";"FormControl with ID 1160040001 in Form 6085613";"You can exclude a configuration by unticking 'Include'.\Expand a Document Category to view its Templates.";"You can exclude a configuration by unticking 'Include'.\Expand a Document Category to view its Templates."
"14-2-6085613-2-10-1160040003";"FormControl with ID 1160040003 in Form 6085613";"The following configurations have been imported/exported:";"The following configurations have been imported/exported:"
"14-2-6085613-2-10-1160040005";"FormControl with ID 1160040005 in Form 6085613";"File Name";"File Name"
"14-2-6085613-2-10-1160040008";"FormControl with ID 1160040008 in Form 6085613";"This wizard will help you set up some of the key Document Capture configurations. Settings will be saved after each step, so at any point you can click 'Finish' to end.";"This wizard will help you set up some of the key Document Capture configurations. Settings will be saved after each step, so at any point you can click 'Finish' to end."
"14-2-6085613-2-10-1160040009";"FormControl with ID 1160040009 in Form 6085613";"In order to activate and use Document Capture you will need to specify your Continia client credentials. These are given by your reseller.";"In order to activate and use Document Capture you will need to specify your Continia client credentials. These are given by your reseller."
"14-2-6085613-2-10-1160040010";"FormControl with ID 1160040010 in Form 6085613";"Use Continia Online Web Portal";"Use Continia Online Web Portal"
"14-2-6085613-2-10-1160040012";"FormControl with ID 1160040012 in Form 6085613";"Client ID";"Client ID"
"14-2-6085613-2-10-1160040016";"FormControl with ID 1160040016 in Form 6085613";"Client Password";"Client Password"
"14-2-6085613-2-10-1160040017";"FormControl with ID 1160040017 in Form 6085613";"Test Connection";"Test Connection"
"14-2-6085613-2-10-1160040018";"FormControl with ID 1160040018 in Form 6085613";"&Finish";"&Finish"
"14-2-6085613-2-10-1160040022";"FormControl with ID 1160040022 in Form 6085613";"Please specify general Document Capture settings below.";"Please specify general Document Capture settings below."
"14-2-6085613-2-10-1160040024";"FormControl with ID 1160040024 in Form 6085613";"Company Code";"Company Code"
"14-2-6085613-2-10-1160040027";"FormControl with ID 1160040027 in Form 6085613";"Please specify required settings to use Web Approval. You must specify the NAV Web Service URL for the credential types you would like to enable.";"Please specify required settings to use Web Approval. You must specify the NAV Web Service URL for the credential types you would like to enable."
"14-2-6085613-2-10-1160040029";"FormControl with ID 1160040029 in Form 6085613";"Activate Company";"Activate Company"
"14-2-6085613-2-10-1160040031";"FormControl with ID 1160040031 in Form 6085613";"Import Configuration";"Import Configuration"
"14-2-6085613-2-10-1160040032";"FormControl with ID 1160040032 in Form 6085613";"Export Configuration";"Export Configuration"
"14-2-6085613-2-10-1160040033";"FormControl with ID 1160040033 in Form 6085613";"Enable Web Approval";"Enable Web Approval"
"14-2-6085613-2-10-1160040035";"FormControl with ID 1160040035 in Form 6085613";"Set up Company";"Set up Company"
"14-2-6085613-2-10-1160040036";"FormControl with ID 1160040036 in Form 6085613";"File Name";"File Name"
"14-2-6085613-2-10-1160040037";"FormControl with ID 1160040037 in Form 6085613";"Database Web Service URL";"Database Web Service URL"
"14-2-6085613-2-10-1160040039";"FormControl with ID 1160040039 in Form 6085613";"Windows Web Service URL";"Windows Web Service URL"
"14-2-6085613-2-10-1160040041";"FormControl with ID 1160040041 in Form 6085613";"Local Domain Name";"Local Domain Name"
"14-2-6085613-2-10-1160040044";"FormControl with ID 1160040044 in Form 6085613";"This wizard has now completed. We hope you will enjoy working with Continia Document Capture.";"This wizard has now completed. We hope you will enjoy working with Continia Document Capture."
"14-2-6085613-2-10-1160040046";"FormControl with ID 1160040046 in Form 6085613";"Web Site URL";"Web Site URL"
"14-2-6085613-2-10-1160040048";"FormControl with ID 1160040048 in Form 6085613";"Export Configuration Files";"Export Configuration Files"
"14-2-6085613-2-10-1160040050";"FormControl with ID 1160040050 in Form 6085613";"Use Cloud OCR";"Use Cloud OCR"
"14-2-6085613-2-10-1160040053";"FormControl with ID 1160040053 in Form 6085613";"Document File Path";"Document File Path"
"14-2-6085613-2-10-8";"FormControl with ID 8 in Form 6085613";"< &Back";"< &Back"
"14-2-6085613-2-10-9";"FormControl with ID 9 in Form 6085613";"&Next >";"&Next >"
"14-2-6085613-7-10-1160040004";"TextConst with ID 1160040004 in Form 6085613";"You must specify a filename";"You must specify a filename"
"14-2-6085613-7-10-1160040022";"TextConst with ID 1160040022 in Form 6085613";"You must specify a Company Code.";"You must specify a Company Code."
"14-2-6085614-0-10-6085614";"Object with ID 6085614 in Form 6085614";"Template Caption Optimization";"Template Caption Optimization"
"14-2-6085614-2-10-161024022";"FormControl with ID 161024022 in Form 6085614";"Template";"Template"
"14-2-6085614-2-10-161024023";"FormControl with ID 161024023 in Form 6085614";"No. of Suggestions";"No. of Suggestions"
"14-2-6085614-2-10-161024027";"FormControl with ID 161024027 in Form 6085614";"&Create Suggestions";"&Create Suggestions"
"14-2-6085614-7-10-161024015";"TextConst with ID 161024015 in Form 6085614";"Create Suggestions for all fields,Create Suggestions for %1";"Create Suggestions for all fields,Create Suggestions for %1"
"14-2-6085615-0-10-6085615";"Object with ID 6085615 in Form 6085615";"Field Caption Suggestions";"Field Caption Suggestions"
"14-2-6085615-2-10-161024022";"FormControl with ID 161024022 in Form 6085615";"&Update Template";"&Update Template"
"14-2-6085616-0-10-6085616";"Object with ID 6085616 in Form 6085616";"Document List";"Document List"
"14-2-6085616-4-10-1160040010";"MenuButton with ID 1160040010 in Form 6085616";"F&unctions";"F&unctions"
"14-2-6085616-5-10-1160040012";"MenuItem with ID 1160040012 in Form 6085616";"Delete";"Delete"
"14-2-6085616-5-10-1160040013";"MenuItem with ID 1160040013 in Form 6085616";"Show";"Show"
"14-2-6085616-5-10-1160040020";"MenuItem with ID 1160040020 in Form 6085616";"Import File";"Import File"
"14-2-6085620-0-10-6085620";"Object with ID 6085620 in Form 6085620";"Connection Endpoint";"Connection Endpoint"
"14-2-6085620-2-10-1160040002";"FormControl with ID 1160040002 in Form 6085620";"Continia Online E-mail Address";"Continia Online E-mail Address"
"14-2-6085630-0-10-6085630";"Object with ID 6085630 in Form 6085630";"Approval User Groups";"Approval User Groups"
"14-2-6085630-4-10-1160040008";"MenuButton with ID 1160040008 in Form 6085630";"&Approval User Group";"&Approval User Group"
"14-2-6085630-5-10-1160040009";"MenuItem with ID 1160040009 in Form 6085630";"Approval User Group &Members";"Approval User Group &Members"
"14-2-6085630-5-10-1160040010";"MenuItem with ID 1160040010 in Form 6085630";"Approval User Group &Permissions";"Approval User Group &Permissions"
"14-2-6085630-5-10-1160040011";"MenuItem with ID 1160040011 in Form 6085630";"&User by App. User Group";"&User by App. User Group"
"14-2-6085631-0-10-6085631";"Object with ID 6085631 in Form 6085631";"Approval User Group Members (Users)";"Approval User Group Members (Users)"
"14-2-6085633-0-10-6085633";"Object with ID 6085633 in Form 6085633";"Approval User Group Permissions";"Approval User Group Permissions"
"14-2-6085633-7-10-1160040002";"TextConst with ID 1160040002 in Form 6085633";"You cannot rename a %1.";"You cannot rename a %1."
"14-2-6085638-0-10-6085638";"Object with ID 6085638 in Form 6085638";"User Approval Permissions";"User Approval Permissions"
"14-2-6085638-2-10-1160040007";"FormControl with ID 1160040007 in Form 6085638";"Assigning Permission";"Assigning Permission"
"14-2-6085638-2-20-1160040007";"FormControl with ID 1160040007 in Form 6085638";" ,All,Include Selected,Exclude Selected,Filter";" ,All,Include Selected,Exclude Selected,Filter"
"14-2-6085638-2-10-1160040009";"FormControl with ID 1160040009 in Form 6085638";"Approval Permission";"Approval Permission"
"14-2-6085638-2-20-1160040009";"FormControl with ID 1160040009 in Form 6085638";" ,All,Include Selected,Exclude Selected,Filter,Same as Assigning";" ,All,Include Selected,Exclude Selected,Filter,Same as Assigning"
"14-2-6085638-7-10-1160040007";"TextConst with ID 1160040007 in Form 6085638";"You cannot rename a %1.";"You cannot rename a %1."
"14-2-6085639-0-10-6085639";"Object with ID 6085639 in Form 6085639";"Approval User Group Members";"Approval User Group Members"
"14-2-6085640-0-10-6085640";"Object with ID 6085640 in Form 6085640";"Continia User Permission Selection List";"Continia User Permission Selection List"
"14-2-6085641-0-10-6085641";"Object with ID 6085641 in Form 6085641";"Approval User Group Permission Selection List";"Approval User Group Permission Selection List"
"14-2-6085642-0-10-6085642";"Object with ID 6085642 in Form 6085642";"G/L Account Selections";"G/L Account Selections"
"14-2-6085642-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085642";"Selected";"Selected"
"14-2-6085642-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085642";"Exclude";"Exclude"
"14-2-6085642-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085642";"Include";"Include"
"14-2-6085642-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085642";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085643-0-10-6085643";"Object with ID 6085643 in Form 6085643";"Item Selections";"Item Selections"
"14-2-6085643-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085643";"Selected";"Selected"
"14-2-6085643-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085643";"Exclude";"Exclude"
"14-2-6085643-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085643";"Include";"Include"
"14-2-6085643-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085643";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085644-0-10-6085644";"Object with ID 6085644 in Form 6085644";"Resource Selections";"Resource Selections"
"14-2-6085644-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085644";"Selected";"Selected"
"14-2-6085644-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085644";"Exclude";"Exclude"
"14-2-6085644-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085644";"Include";"Include"
"14-2-6085644-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085644";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085645-0-10-6085645";"Object with ID 6085645 in Form 6085645";"Fixed Asset Selections";"Fixed Asset Selections"
"14-2-6085645-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085645";"Selected";"Selected"
"14-2-6085645-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085645";"Exclude";"Exclude"
"14-2-6085645-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085645";"Include";"Include"
"14-2-6085645-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085645";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085646-0-10-6085646";"Object with ID 6085646 in Form 6085646";"Item Charge Selections";"Item Charge Selections"
"14-2-6085646-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085646";"Selected";"Selected"
"14-2-6085646-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085646";"Exclude";"Exclude"
"14-2-6085646-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085646";"Include";"Include"
"14-2-6085646-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085646";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085647-0-10-6085647";"Object with ID 6085647 in Form 6085647";"Dimension Value Selections";"Dimension Value Selections"
"14-2-6085647-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085647";"Selected";"Selected"
"14-2-6085647-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085647";"Exclude";"Exclude"
"14-2-6085647-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085647";"Include";"Include"
"14-2-6085647-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085647";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085648-0-10-6085648";"Object with ID 6085648 in Form 6085648";"Job Selections";"Job Selections"
"14-2-6085648-2-10-1160040013";"FormControl with ID 1160040013 in Form 6085648";"Selected";"Selected"
"14-2-6085648-7-10-1160040012";"TextConst with ID 1160040012 in Form 6085648";"Exclude";"Exclude"
"14-2-6085648-7-10-1160040013";"TextConst with ID 1160040013 in Form 6085648";"Include";"Include"
"14-2-6085648-7-10-1160040014";"TextConst with ID 1160040014 in Form 6085648";"This page cannot be run directly.";"This page cannot be run directly."
"14-2-6085649-0-10-6085649";"Object with ID 6085649 in Form 6085649";"User by Approval User Group";"User by Approval User Group"
"14-2-6085649-2-30-1";"FormControl with ID 1 in Form 6085649";"General";"General"
"14-2-6085649-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085649";"User Specific Permissions Exist";"User Specific Permissions Exist"
"14-2-6085649-2-10-1160040002";"FormControl with ID 1160040002 in Form 6085649";"All User Groups";"All User Groups"
"14-2-6085649-2-10-5";"FormControl with ID 5 in Form 6085649";"Company Name";"Company Name"
"14-2-6085651-0-10-6085651";"Object with ID 6085651 in Form 6085651";"Approval User Group List";"Approval User Group List"
"14-2-6085652-0-10-6085652";"Object with ID 6085652 in Form 6085652";"Approval User Group List";"Approval User Group List"
"14-2-6085653-0-10-6085653";"Object with ID 6085653 in Form 6085653";"Dimension List";"Dimension List"
"14-2-6085654-0-10-6085654";"Object with ID 6085654 in Form 6085654";"G/L Account List";"G/L Account List"
"14-2-6085655-0-10-6085655";"Object with ID 6085655 in Form 6085655";"Item List";"Item List"
"14-2-6085656-0-10-6085656";"Object with ID 6085656 in Form 6085656";"Resource List";"Resource List"
"14-2-6085657-0-10-6085657";"Object with ID 6085657 in Form 6085657";"Fixed Asset List";"Fixed Asset List"
"14-2-6085658-0-10-6085658";"Object with ID 6085658 in Form 6085658";"Item Charges";"Item Charges"
"14-2-6085659-0-10-6085659";"Object with ID 6085659 in Form 6085659";"Dimension Value List";"Dimension Value List"
"14-2-6085659-7-10-1160040002";"TextConst with ID 1160040002 in Form 6085659";"Shortcut Dimension %1";"Shortcut Dimension %1"
"14-2-6085660-0-10-6085660";"Object with ID 6085660 in Form 6085660";"Job List";"Job List"
"14-2-6085700-0-10-6085700";"Object with ID 6085700 in Form 6085700";"Purch. Line Transl. Lookup";"Purch. Line Transl. Lookup"
"14-2-6085700-2-10-1160040000";"FormControl with ID 1160040000 in Form 6085700";"Is Translated";"Is Translated"
"14-2-6085701-0-10-6085701";"Object with ID 6085701 in Form 6085701";"Purch. Line Translations";"Purch. Line Translations"
"14-2-6085701-2-20-1000000005";"FormControl with ID 1000000005 in Form 6085701";" ,G/L Account,Item,,Fixed Asset,Charge (Item)";" ,G/L Account,Item,,Fixed Asset,Charge (Item)"
